INSERTED,DELETED,MODIFIED,FILENAME
3,1,0,bugsinpy/before/scrapy/27/scrapy_downloadermiddlewares_redirect.py
8,2,0,bugsinpy/before/scrapy/7/scrapy_http_request_form.py
1,1,0,bugsinpy/before/scrapy/29/scrapy_utils_request.py
144,16,0,bugsinpy/before/scrapy/16/scrapy_utils_url.py
1,7,0,bugsinpy/before/scrapy/17/scrapy_utils_response.py
6,2,0,bugsinpy/before/scrapy/1/scrapy_spidermiddlewares_offsite.py
3,3,0,bugsinpy/before/scrapy/10/scrapy_downloadermiddlewares_redirect.py
19,3,0,bugsinpy/before/scrapy/19/scrapy_http_cookies.py
3,0,0,bugsinpy/before/scrapy/8/scrapy_item.py
3,1,0,bugsinpy/before/scrapy/21/scrapy_downloadermiddlewares_robotstxt.py
12,3,0,bugsinpy/before/scrapy/36/scrapy_utils_misc.py
6,3,0,bugsinpy/before/scrapy/31/scrapy_http_cookies.py
3,3,0,bugsinpy/before/scrapy/30/scrapy_cmdline.py
3,2,0,bugsinpy/before/scrapy/30/tests_test_cmdline___init__.py
2,2,0,bugsinpy/before/scrapy/30/scrapy_utils_testproc.py
1,1,0,bugsinpy/before/scrapy/37/scrapy_http_request___init__.py
7,4,0,bugsinpy/before/scrapy/39/scrapy_spiders___init__.py
9,5,0,bugsinpy/before/scrapy/24/scrapy_core_downloader_handlers_http11.py
3,3,0,bugsinpy/before/scrapy/23/scrapy_downloadermiddlewares_httpproxy.py
4,4,0,bugsinpy/before/scrapy/23/tests_test_downloadermiddleware_retry.py
1,1,0,bugsinpy/before/scrapy/4/scrapy_contracts___init__.py
8,1,0,bugsinpy/before/scrapy/15/scrapy_utils_url.py
5,2,0,bugsinpy/before/scrapy/3/scrapy_downloadermiddlewares_redirect.py
4,4,0,bugsinpy/before/scrapy/40/scrapy_exporters.py
3,2,0,bugsinpy/before/scrapy/2/scrapy_utils_datatypes.py
1,1,0,bugsinpy/before/scrapy/13/scrapy_pipelines_images.py
2,0,0,bugsinpy/before/scrapy/5/scrapy_http_response___init__.py
3,1,0,bugsinpy/before/scrapy/22/scrapy_exporters.py
3,3,0,bugsinpy/before/ansible/18/lib_ansible_cli_galaxy.py
5,3,0,bugsinpy/before/ansible/9/lib_ansible_modules_packaging_os_redhat_subscription.py
16,16,0,bugsinpy/before/ansible/11/lib_ansible_modules_network_ios_ios_banner.py
5,4,0,bugsinpy/before/ansible/7/lib_ansible_module_utils_network_eos_config_vlans_vlans.py
3,2,0,bugsinpy/before/ansible/16/lib_ansible_module_utils_facts_hardware_linux.py
4,4,0,bugsinpy/before/ansible/16/test_units_module_utils_facts_hardware_linux_data.py
17,8,0,bugsinpy/before/ansible/6/lib_ansible_galaxy_collection.py
13,0,0,bugsinpy/before/ansible/17/lib_ansible_module_utils_facts_hardware_linux.py
5,0,0,bugsinpy/before/ansible/1/lib_ansible_galaxy_collection.py
4,1,0,bugsinpy/before/ansible/10/lib_ansible_modules_system_pamd.py
8,8,0,bugsinpy/before/ansible/8/lib_ansible_plugins_shell_powershell.py
15,1,0,bugsinpy/before/ansible/4/lib_ansible_playbook_collectionsearch.py
1,1,0,bugsinpy/before/ansible/15/lib_ansible_modules_network_eos_eos_eapi.py
2,1,0,bugsinpy/before/ansible/3/lib_ansible_module_utils_facts_system_distribution.py
2,3,0,bugsinpy/before/ansible/12/lib_ansible_plugins_lookup_env.py
8,8,0,bugsinpy/before/ansible/2/lib_ansible_utils_version.py
9,1,0,bugsinpy/before/ansible/13/lib_ansible_cli_galaxy.py
6,2,0,bugsinpy/before/ansible/13/lib_ansible_galaxy_collection.py
4,3,0,bugsinpy/before/ansible/5/test_units_module_utils_common_validation_test_check_mutually_exclusive.py
1,1,0,bugsinpy/before/ansible/5/lib_ansible_module_utils_common_validation.py
15,3,0,bugsinpy/before/ansible/14/lib_ansible_galaxy_api.py
2,0,0,bugsinpy/before/tornado/9/tornado_httputil.py
2,0,0,bugsinpy/before/tornado/9/maint_test_appengine_py27_tornado_httputil.py
1,1,0,bugsinpy/before/tornado/11/tornado_http1connection.py
1,1,0,bugsinpy/before/tornado/11/maint_test_appengine_py27_tornado_http1connection.py
7,3,0,bugsinpy/before/tornado/7/maint_test_appengine_py27_tornado_ioloop.py
7,3,0,bugsinpy/before/tornado/7/tornado_ioloop.py
8,0,0,bugsinpy/before/tornado/16/tornado_gen.py
8,0,0,bugsinpy/before/tornado/16/maint_test_appengine_py27_tornado_gen.py
1,2,0,bugsinpy/before/tornado/6/maint_test_appengine_py27_tornado_ioloop.py
15,0,0,bugsinpy/before/tornado/6/tornado_platform_asyncio.py
15,0,0,bugsinpy/before/tornado/6/maint_test_appengine_py27_tornado_platform_asyncio.py
1,2,0,bugsinpy/before/tornado/6/tornado_ioloop.py
9,2,0,bugsinpy/before/tornado/1/tornado_websocket.py
3,0,0,bugsinpy/before/tornado/10/tornado_web.py
10,0,0,bugsinpy/before/tornado/10/tornado_websocket.py
10,0,0,bugsinpy/before/tornado/10/maint_test_appengine_py27_tornado_websocket.py
3,0,0,bugsinpy/before/tornado/10/maint_test_appengine_py27_tornado_web.py
8,0,0,bugsinpy/before/tornado/8/tornado_websocket.py
8,0,0,bugsinpy/before/tornado/8/maint_test_appengine_py27_tornado_websocket.py
12,4,0,bugsinpy/before/tornado/4/tornado_web.py
1,0,0,bugsinpy/before/tornado/15/setup.py
7,3,0,bugsinpy/before/tornado/15/tornado_web.py
7,3,0,bugsinpy/before/tornado/15/maint_test_appengine_py27_tornado_web.py
7,2,0,bugsinpy/before/tornado/3/tornado_httpclient.py
9,4,0,bugsinpy/before/tornado/12/maint_test_appengine_py27_tornado_auth.py
9,4,0,bugsinpy/before/tornado/12/tornado_auth.py
4,1,0,bugsinpy/before/tornado/2/tornado_http1connection.py
3,1,0,bugsinpy/before/tornado/13/tornado_http1connection.py
1,0,0,bugsinpy/before/tornado/13/maint_test_appengine_py27_tornado_test_runtests.py
1,0,0,bugsinpy/before/tornado/13/tornado_test_runtests.py
3,1,0,bugsinpy/before/tornado/13/maint_test_appengine_py27_tornado_http1connection.py
21,1,0,bugsinpy/before/tornado/5/maint_test_appengine_py27_tornado_ioloop.py
21,1,0,bugsinpy/before/tornado/5/tornado_ioloop.py
1,1,0,bugsinpy/before/tornado/14/maint_test_appengine_py27_tornado_ioloop.py
1,1,0,bugsinpy/before/tornado/14/tornado_ioloop.py
8,8,0,bugsinpy/before/tqdm/9/tqdm__tqdm.py
1,1,0,bugsinpy/before/tqdm/7/tqdm__main.py
1,1,0,bugsinpy/before/tqdm/6/tqdm__tqdm.py
1,1,0,bugsinpy/before/tqdm/1/tqdm_contrib___init__.py
1,1,0,bugsinpy/before/tqdm/8/tqdm__tqdm.py
2,1,0,bugsinpy/before/tqdm/4/tqdm__tqdm.py
11,0,0,bugsinpy/before/tqdm/3/tqdm__tqdm.py
4,2,0,bugsinpy/before/tqdm/2/tqdm_utils.py
2,4,0,bugsinpy/before/tqdm/2/tqdm_std.py
7,6,0,bugsinpy/before/tqdm/5/tqdm__tqdm.py
11,1,0,bugsinpy/before/fastapi/9/fastapi_dependencies_utils.py
7,2,0,bugsinpy/before/fastapi/11/fastapi_dependencies_utils.py
3,1,0,bugsinpy/before/fastapi/7/fastapi_exception_handlers.py
6,11,0,bugsinpy/before/fastapi/16/fastapi_encoders.py
3,3,0,bugsinpy/before/fastapi/6/fastapi_dependencies_utils.py
15,7,0,bugsinpy/before/fastapi/1/fastapi_encoders.py
63,1,0,bugsinpy/before/fastapi/1/tests_test_skip_defaults.py
87,6,0,bugsinpy/before/fastapi/1/fastapi_routing.py
2,2,0,bugsinpy/before/fastapi/1/fastapi_openapi_utils.py
40,0,0,bugsinpy/before/fastapi/1/fastapi_applications.py
2,0,0,bugsinpy/before/fastapi/10/fastapi_routing.py
4,1,0,bugsinpy/before/fastapi/8/fastapi_routing.py
3,1,0,bugsinpy/before/fastapi/4/fastapi_openapi_utils.py
4,0,0,bugsinpy/before/fastapi/15/fastapi_routing.py
25,7,0,bugsinpy/before/fastapi/3/fastapi_routing.py
7,4,0,bugsinpy/before/fastapi/12/fastapi_security_http.py
6,1,0,bugsinpy/before/fastapi/2/fastapi_routing.py
4,4,0,bugsinpy/before/fastapi/13/fastapi_routing.py
1,1,0,bugsinpy/before/fastapi/5/fastapi_utils.py
3,3,0,bugsinpy/before/fastapi/14/fastapi_openapi_models.py
1,1,0,bugsinpy/before/sanic/1/sanic_app.py
5,2,0,bugsinpy/before/sanic/4/sanic_request.py
9,1,0,bugsinpy/before/sanic/3/sanic_app.py
20,0,0,bugsinpy/before/sanic/2/sanic_server.py
1,1,0,bugsinpy/before/sanic/5/sanic_log.py
4,5,0,bugsinpy/before/matplotlib/20/lib_matplotlib_backend_bases.py
1,4,0,bugsinpy/before/matplotlib/20/lib_matplotlib__constrained_layout.py
6,0,0,bugsinpy/before/matplotlib/18/lib_matplotlib_projections_polar.py
1,1,0,bugsinpy/before/matplotlib/27/lib_matplotlib_colorbar.py
1,0,0,bugsinpy/before/matplotlib/9/lib_matplotlib_projections_polar.py
11,12,0,bugsinpy/before/matplotlib/11/lib_matplotlib_text.py
1,1,0,bugsinpy/before/matplotlib/7/lib_matplotlib_colors.py
14,5,0,bugsinpy/before/matplotlib/29/lib_matplotlib_axis.py
4,0,0,bugsinpy/before/matplotlib/16/lib_matplotlib_transforms.py
7,1,0,bugsinpy/before/matplotlib/6/lib_matplotlib_axes__axes.py
4,1,0,bugsinpy/before/matplotlib/28/lib_matplotlib_axes__base.py
4,0,0,bugsinpy/before/matplotlib/17/lib_matplotlib_transforms.py
1,1,0,bugsinpy/before/matplotlib/1/lib_matplotlib_tight_layout.py
13,3,0,bugsinpy/before/matplotlib/1/lib_matplotlib_figure.py
17,14,0,bugsinpy/before/matplotlib/1/lib_matplotlib_backend_bases.py
5,1,0,bugsinpy/before/matplotlib/10/lib_matplotlib_axis.py
6,0,0,bugsinpy/before/matplotlib/19/lib_matplotlib_projections_polar.py
1,1,0,bugsinpy/before/matplotlib/26/lib_matplotlib_axis.py
6,0,0,bugsinpy/before/matplotlib/8/lib_matplotlib_axes__base.py
9,5,0,bugsinpy/before/matplotlib/21/lib_matplotlib_axes__axes.py
13,9,0,bugsinpy/before/matplotlib/30/lib_matplotlib_colors.py
1,1,0,bugsinpy/before/matplotlib/24/lib_matplotlib_axis.py
2,2,0,bugsinpy/before/matplotlib/23/lib_matplotlib_axes__base.py
4,4,0,bugsinpy/before/matplotlib/4/lib_matplotlib_axes__axes.py
2,2,0,bugsinpy/before/matplotlib/4/lib_matplotlib_pyplot.py
1,1,0,bugsinpy/before/matplotlib/15/tutorials_colors_colormapnorms.py
1,1,0,bugsinpy/before/matplotlib/15/examples_userdemo_colormap_normalizations_symlognorm.py
1,1,0,bugsinpy/before/matplotlib/15/examples_userdemo_colormap_normalizations.py
26,9,0,bugsinpy/before/matplotlib/15/lib_matplotlib_colors.py
4,1,0,bugsinpy/before/matplotlib/3/lib_matplotlib_markers.py
22,14,0,bugsinpy/before/matplotlib/12/lib_matplotlib_axes__axes.py
5,5,0,bugsinpy/before/matplotlib/2/lib_matplotlib_axes__axes.py
11,0,0,bugsinpy/before/matplotlib/13/lib_matplotlib_path.py
6,1,0,bugsinpy/before/matplotlib/5/lib_matplotlib_axes__axes.py
5,1,0,bugsinpy/before/matplotlib/14/lib_matplotlib_text.py
3,0,0,bugsinpy/before/matplotlib/22/lib_matplotlib_axes__axes.py
6,3,0,bugsinpy/before/matplotlib/25/lib_matplotlib_collections.py
2,1,0,bugsinpy/before/youtube-dl/32/youtube_dl_extractor_npo.py
2,1,0,bugsinpy/before/youtube-dl/32/youtube_dl_utils.py
5,1,0,bugsinpy/before/youtube-dl/35/youtube_dl_extractor_arte.py
1,0,0,bugsinpy/before/youtube-dl/35/youtube_dl_utils.py
5,1,0,bugsinpy/before/youtube-dl/34/youtube_dl_utils.py
2,5,0,bugsinpy/before/youtube-dl/33/youtube_dl_extractor_drtv.py
2,2,0,bugsinpy/before/youtube-dl/33/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/20/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/18/youtube_dl_YoutubeDL.py
2,2,0,bugsinpy/before/youtube-dl/27/youtube_dl_utils.py
15,10,0,bugsinpy/before/youtube-dl/9/youtube_dl_YoutubeDL.py
2,2,0,bugsinpy/before/youtube-dl/11/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/7/youtube_dl_utils.py
2,1,0,bugsinpy/before/youtube-dl/29/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/16/youtube_dl_postprocessor_ffmpeg.py
11,7,0,bugsinpy/before/youtube-dl/16/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/42/youtube_dl_extractor_clipsyndicate.py
2,4,0,bugsinpy/before/youtube-dl/42/youtube_dl_extractor_mtv.py
2,2,0,bugsinpy/before/youtube-dl/42/youtube_dl_extractor_metacritic.py
5,2,0,bugsinpy/before/youtube-dl/42/youtube_dl_utils.py
8,3,0,bugsinpy/before/youtube-dl/6/youtube_dl_utils.py
5,1,0,bugsinpy/before/youtube-dl/28/youtube_dl_utils.py
2,0,0,bugsinpy/before/youtube-dl/17/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/1/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/10/youtube_dl_utils.py
14,1,0,bugsinpy/before/youtube-dl/19/youtube_dl_YoutubeDL.py
1,1,0,bugsinpy/before/youtube-dl/26/youtube_dl_utils.py
1,2,0,bugsinpy/before/youtube-dl/8/youtube_dl_YoutubeDL.py
6,1,0,bugsinpy/before/youtube-dl/21/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/43/youtube_dl_utils.py
11,8,0,bugsinpy/before/youtube-dl/38/youtube_dl_extractor_facebook.py
4,0,0,bugsinpy/before/youtube-dl/38/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/36/youtube_dl_extractor_facebook.py
3,2,0,bugsinpy/before/youtube-dl/31/youtube_dl_extractor_minhateca.py
15,4,0,bugsinpy/before/youtube-dl/31/youtube_dl_utils.py
3,0,0,bugsinpy/before/youtube-dl/30/youtube_dl_YoutubeDL.py
4,1,0,bugsinpy/before/youtube-dl/37/youtube_dl_utils.py
10,3,0,bugsinpy/before/youtube-dl/39/youtube_dl_extractor_facebook.py
10,0,0,bugsinpy/before/youtube-dl/39/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/41/youtube_dl_utils.py
9,3,0,bugsinpy/before/youtube-dl/24/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/23/youtube_dl_utils.py
2,2,0,bugsinpy/before/youtube-dl/4/youtube_dl_jsinterp.py
1,1,0,bugsinpy/before/youtube-dl/15/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/3/youtube_dl_utils.py
1,1,0,bugsinpy/before/youtube-dl/12/youtube_dl_YoutubeDL.py
6,5,0,bugsinpy/before/youtube-dl/40/youtube_dl_downloader_f4m.py
18,0,0,bugsinpy/before/youtube-dl/40/youtube_dl_utils.py
8,10,0,bugsinpy/before/youtube-dl/2/youtube_dl_extractor_common.py
1,1,0,bugsinpy/before/youtube-dl/13/youtube_dl_utils.py
3,3,0,bugsinpy/before/youtube-dl/5/youtube_dl_utils.py
61,2,0,bugsinpy/before/youtube-dl/14/youtube_dl_extractor_youtube.py
7,2,0,bugsinpy/before/youtube-dl/22/youtube_dl_utils.py
3,3,0,bugsinpy/before/youtube-dl/25/youtube_dl_utils.py
34,2,0,bugsinpy/before/httpie/1/httpie_downloads.py
1,2,0,bugsinpy/before/httpie/4/httpie_models.py
4,0,0,bugsinpy/before/httpie/3/httpie_sessions.py
0,1,0,bugsinpy/before/httpie/2/httpie_core.py
1,0,0,bugsinpy/before/httpie/2/httpie_client.py
14,4,0,bugsinpy/before/httpie/5/httpie_cli.py
7,0,0,bugsinpy/before/spacy/9/spacy_errors.py
6,3,0,bugsinpy/before/spacy/7/examples_information_extraction_entity_relations.py
1,1,0,bugsinpy/before/spacy/7/spacy_util.py
2,1,0,bugsinpy/before/spacy/6/spacy_language.py
5,2,0,bugsinpy/before/spacy/1/spacy_errors.py
2,0,0,bugsinpy/before/spacy/10/spacy_errors.py
1,0,0,bugsinpy/before/spacy/8/spacy_errors.py
1,1,0,bugsinpy/before/spacy/4/spacy_cli_converters_conllu2json.py
4,2,0,bugsinpy/before/spacy/3/bin_wiki_entity_linking_wikipedia_processor.py
1,0,0,bugsinpy/before/spacy/2/spacy_util.py
1,1,0,bugsinpy/before/spacy/5/spacy_language.py
2,2,0,bugsinpy/before/black/20/black.py
44,9,0,bugsinpy/before/black/18/black.py
2,2,0,bugsinpy/before/black/9/black.py
24,2,0,bugsinpy/before/black/11/black.py
13,1,0,bugsinpy/before/black/7/black.py
14,1,0,bugsinpy/before/black/16/black.py
70,12,0,bugsinpy/before/black/6/black.py
13,3,0,bugsinpy/before/black/6/blib2to3_pgen2_driver.py
16,0,0,bugsinpy/before/black/6/tests_data_python37.py
10,2,0,bugsinpy/before/black/6/blib2to3_pgen2_tokenize.py
4,1,0,bugsinpy/before/black/17/black.py
11,3,0,bugsinpy/before/black/1/black.py
1,3,0,bugsinpy/before/black/10/blib2to3_pgen2_driver.py
4,0,0,bugsinpy/before/black/19/black.py
10,3,0,bugsinpy/before/black/8/black.py
1,1,0,bugsinpy/before/black/21/black.py
40,11,0,bugsinpy/before/black/23/black.py
7,0,0,bugsinpy/before/black/23/blib2to3_pygram.py
4,2,0,bugsinpy/before/black/23/tests_function.py
7,1,0,bugsinpy/before/black/4/black.py
