INSERTED,DELETED,MODIFIED,FILENAME
7,14,0,gh-python/before/keras/42007f55c4bca179f341ca416d3436b4fa68dd67/setup.py
42,33,0,gh-python/before/keras/c224482190b8d4a057f9546753b8331e18a6d953/models.py
45,35,0,gh-python/before/keras/c224482190b8d4a057f9546753b8331e18a6d953/generic_utils.py
11,7,0,gh-python/before/keras/c224482190b8d4a057f9546753b8331e18a6d953/reuters_mlp.py
5,5,0,gh-python/before/keras/b7a5d4de702b863eaa86d609da5b2c77a8c96240/skipgram_word_embeddings.py
5,1,0,gh-python/before/keras/28f354657d811fb193b2079e111318e35a8fb81e/objectives.py
1,1,0,gh-python/before/keras/cb36a5ea695d16d751b53482d9c934c163c06b83/models.py
85,10,0,gh-python/before/pyxel/6923020d84bae4267019c2412518d30ec4a798e7/app.py
2,2,0,gh-python/before/pyxel/4f0a0b5d17104dec514ce1dfbe374f7dbdeded31/test.py
28,28,0,gh-python/before/pyxel/4f0a0b5d17104dec514ce1dfbe374f7dbdeded31/shaders.py
8,5,0,gh-python/before/pyxel/1d7d139af19fdf8b785c90cd4220024a7dedde46/test.py
4,5,0,gh-python/before/pyxel/1d7d139af19fdf8b785c90cd4220024a7dedde46/app.py
5,5,0,gh-python/before/pyxel/7b78e462fd882fbc9238dc021285f8d3ea3e62fa/renderer.py
5,6,0,gh-python/before/pyxel/2f94ce3f4656da24dbf7364f186888dbdee2db5c/renderer.py
10,9,0,gh-python/before/pyxel/2f94ce3f4656da24dbf7364f186888dbdee2db5c/test.py
8,2,0,gh-python/before/pyxel/2f94ce3f4656da24dbf7364f186888dbdee2db5c/app.py
15,2,0,gh-python/before/pyxel/d8de6f7956518365b7681efc96457501d5e9b8a4/app.py
14,4,0,gh-python/before/pyxel/e165e80df85d327db77e1f9ae774d9fa39fb7b47/app.py
2,2,0,gh-python/before/pyxel/476981293e9048f7f7d3e319872a9c97eeaa6251/font.py
1,1,0,gh-python/before/pyxel/16b5cd9980cccf1d89c11145263be7e1336df476/draw_test.py
33,21,0,gh-python/before/pyxel/3a4a33a79ad977a68bc3cae05ed52897a978fc0a/renderer.py
4,0,0,gh-python/before/pyxel/94f5986d7cc32c00fb911b5b8eddc3567fc16332/image.py
4,1,0,gh-python/before/pyxel/1c15b77e1a55262d2f7b339214bac548e957eba4/setup.py
21,18,0,gh-python/before/pyxel/3861523a200da507f36edf478729f4ec7c269775/app.py
14,14,0,gh-python/before/pyxel/89d89d324a723e73c24e253bf42372932342fa89/renderer.py
4,0,0,gh-python/before/pyxel/89d89d324a723e73c24e253bf42372932342fa89/test.py
5,2,0,gh-python/before/pyxel/89d89d324a723e73c24e253bf42372932342fa89/shaders.py
21,9,0,gh-python/before/pyxel/6eaff7b2795de546883acc73a6dc655579724ea3/test.py
23,17,0,gh-python/before/pyxel/6eaff7b2795de546883acc73a6dc655579724ea3/app.py
3,10,0,gh-python/before/pyxel/9fdb8f2851f670be263655486dbf78404b935fb9/glwrapper.py
12,15,0,gh-python/before/pyxel/11ec6f16413330f23ce1142736e0902adebd2f8f/renderer.py
4,4,0,gh-python/before/pyxel/11ec6f16413330f23ce1142736e0902adebd2f8f/test.py
6,5,0,gh-python/before/pyxel/11ec6f16413330f23ce1142736e0902adebd2f8f/shaders.py
2,2,0,gh-python/before/pyxel/1786b589c26e5e3e55cfe9e56bb0a207f4492a3c/test.py
73,76,0,gh-python/before/pyxel/1786b589c26e5e3e55cfe9e56bb0a207f4492a3c/shaders.py
2,2,0,gh-python/before/pyxel/7aebbaf26959bd56b4e8f2129c5cc7061423ad65/test.py
38,19,0,gh-python/before/pyxel/7aebbaf26959bd56b4e8f2129c5cc7061423ad65/shaders.py
2,2,0,gh-python/before/pyxel/c1e7101c46974605cac32187a2cc00efdc48e13c/renderer.py
23,27,0,gh-python/before/pyxel/42cd338d73230275be30ed7073f37cb64dfe3838/renderer.py
3,2,0,gh-python/before/pyxel/42cd338d73230275be30ed7073f37cb64dfe3838/__init__.py
5,2,0,gh-python/before/pyxel/42cd338d73230275be30ed7073f37cb64dfe3838/test.py
12,2,0,gh-python/before/pyxel/42cd338d73230275be30ed7073f37cb64dfe3838/font.py
2,3,0,gh-python/before/pyxel/42cd338d73230275be30ed7073f37cb64dfe3838/app.py
57,57,0,gh-python/before/pyxel/bff2e9ef1cc4381d846b9a4f3c5032c7d57aa834/renderer.py
24,24,0,gh-python/before/pyxel/bff2e9ef1cc4381d846b9a4f3c5032c7d57aa834/shaders.py
14,96,0,gh-python/before/pyxel/39a45f3cc8bd417f7a73c5136d454435ffb2f463/font.py
2,8,0,gh-python/before/pyxel/c9ab24c21f69b34c3a10748cf0b51e95f7e7180c/__init__.py
1,1,0,gh-python/before/pyxel/be89529829b69edba0f0e336974c9d666374acbc/test.py
9,9,0,gh-python/before/pyxel/be89529829b69edba0f0e336974c9d666374acbc/app.py
10,0,0,gh-python/before/pyxel/334732d9c90bfb5b2dce5caafdfd7e6928fcb227/image.py
4,38,0,gh-python/before/pyxel/27c21fbec6057e4da492be9307abcc338f385e55/__init__.py
2,2,0,gh-python/before/pyxel/29d73b568f408f242f48eff033e422ecb74f9576/shaders.py
103,38,0,gh-python/before/pyxel/39169636e757172c5609fca906223099a902e92e/test.py
24,18,0,gh-python/before/pyxel/e66df5dfe24aaa47ebe11b4192ed254fd6e67d1b/renderer.py
1,0,0,gh-python/before/pyxel/e66df5dfe24aaa47ebe11b4192ed254fd6e67d1b/app.py
1,0,0,gh-python/before/pyxel/8e456f5f5b5c55045c53aeff50f30e3fe631405b/test.py
1,1,0,gh-python/before/pyxel/6a8c23f3418dcc57740c810fc112556286410369/app.py
1,1,0,gh-python/before/pyxel/1cce720d52bcaa04f1552681d78383d6b42eba26/renderer.py
5,7,0,gh-python/before/pyxel/3e46cd2ae4e9947f698bcd90b80ce75bfc37b2b1/draw_test.py
23,4,0,gh-python/before/pyxel/3e46cd2ae4e9947f698bcd90b80ce75bfc37b2b1/renderer.py
3,3,0,gh-python/before/pyxel/f953181a88c91f50bd59d03ef0ca0e38d8ba1c52/glwrapper.py
1,1,0,gh-python/before/pyxel/f953181a88c91f50bd59d03ef0ca0e38d8ba1c52/renderer.py
1,1,0,gh-python/before/pyxel/e0bb7a590dc8a88239ed158c2cba4f948621b899/renderer.py
4,1,0,gh-python/before/pyxel/e0bb7a590dc8a88239ed158c2cba4f948621b899/test.py
3,1,0,gh-python/before/pyxel/02c1f75bc97ec20d8d024c381a433b34c797a008/image.py
16,0,0,gh-python/before/pyxel/4288d4bbfc857a3653b8e9fb3056398f9d7a8e6b/draw_test.py
26,11,0,gh-python/before/pyxel/a4327c228a4c817845cee0bb98513b5100706434/renderer.py
11,11,0,gh-python/before/pyxel/2c9a33238f32fc8fe9c064593d92b0bf5aba4d58/draw_test.py
16,22,0,gh-python/before/pyxel/2c9a33238f32fc8fe9c064593d92b0bf5aba4d58/renderer.py
0,1,0,gh-python/before/pyxel/2c9a33238f32fc8fe9c064593d92b0bf5aba4d58/app.py
4,3,0,gh-python/before/pyxel/a9a698552e489350ce438a689065d4e1082fdcfb/test.py
33,10,0,gh-python/before/pyxel/a9a698552e489350ce438a689065d4e1082fdcfb/shaders.py
6,4,0,gh-python/before/pyxel/92aac54b2b829fbad04b9aff66277a198e6266a5/test.py
51,26,0,gh-python/before/pyxel/92aac54b2b829fbad04b9aff66277a198e6266a5/app.py
1,1,0,gh-python/before/pyxel/56937204b320aca6dc6c5a445f15d16151f53e83/glwrapper.py
1,1,0,gh-python/before/pyxel/930668233fdfdfef3c25f7cd89cc41727e5f1846/__init__.py
1,1,0,gh-python/before/pyxel/700fcbd4d461867110ef0d79301d0802b29d27c7/test.py
8,11,0,gh-python/before/pyxel/ea17427a1a9251a4daa56c0627a17e47c873bd53/app.py
145,2,0,gh-python/before/pyxel/f57563cde5ea0af4e5bfa49338444e46c34fee90/__init__.py
14,10,0,gh-python/before/pyxel/f57563cde5ea0af4e5bfa49338444e46c34fee90/test.py
2,2,0,gh-python/before/pyxel/f57563cde5ea0af4e5bfa49338444e46c34fee90/setup.py
83,83,0,gh-python/before/pyxel/f57563cde5ea0af4e5bfa49338444e46c34fee90/app.py
2,2,0,gh-python/before/pyxel/66d9db3f1312a2f9ba2ce9174aef3eff8e691cac/test.py
14,14,0,gh-python/before/pyxel/66d9db3f1312a2f9ba2ce9174aef3eff8e691cac/shaders.py
11,11,0,gh-python/before/pyxel/3e95946ccc6196d51abfcd48f0a9bee1b09ceb65/draw_test.py
3,1,0,gh-python/before/pyxel/96d1e26831ee031ce3d41ccf573d8f8df1a881eb/image.py
27,12,0,gh-python/before/pyxel/aafe29804485c8dc3ca04f7dd6e106b819e3ee80/draw_test.py
1,1,0,gh-python/before/pyxel/4265f35b9f00a9585d9bbde2ee292a61c73cd6ad/setup.py
0,16,0,gh-python/before/pyxel/df0867bfa10b8954d86b6486b17babfab3290c08/__init__.py
1,13,0,gh-python/before/pyxel/df0867bfa10b8954d86b6486b17babfab3290c08/test.py
37,32,0,gh-python/before/pyxel/df0867bfa10b8954d86b6486b17babfab3290c08/app.py
9,6,0,gh-python/before/pyxel/2b4f61f6a42b6335b3d77bb6950361fd81ee5315/draw_test.py
4,3,0,gh-python/before/pyxel/edf09c5a3ec5450d11148c57235c2e90e328adb8/test.py
62,63,0,gh-python/before/pyxel/edf09c5a3ec5450d11148c57235c2e90e328adb8/app.py
2,2,0,gh-python/before/pyxel/c4ce5ede1c6e026bc0b5cebd8448407ed9556ae7/renderer.py
1,1,0,gh-python/before/pyxel/c4ce5ede1c6e026bc0b5cebd8448407ed9556ae7/__init__.py
1,1,0,gh-python/before/pyxel/c4ce5ede1c6e026bc0b5cebd8448407ed9556ae7/test.py
20,19,0,gh-python/before/pyxel/c4ce5ede1c6e026bc0b5cebd8448407ed9556ae7/app.py
11,6,0,gh-python/before/pyxel/610fbe31d09800a809e0c4d6a25fd434cd212a78/shaders.py
1,1,0,gh-python/before/pyxel/da6ab86b42faa85f8496d95ebf1e3b85c9b4fdeb/setup.py
13,22,0,gh-python/before/pyxel/8be92d75eb5faeb409cb1bda0d52931711f0f9ac/test.py
29,4,0,gh-python/before/pyxel/ad6100b8d293cbadfb06df60daca7df3955db1b8/renderer.py
4,4,0,gh-python/before/pyxel/ad6100b8d293cbadfb06df60daca7df3955db1b8/test.py
13,10,0,gh-python/before/pyxel/ad6100b8d293cbadfb06df60daca7df3955db1b8/font.py
1,1,0,gh-python/before/pyxel/ad6100b8d293cbadfb06df60daca7df3955db1b8/app.py
19,2,0,gh-python/before/pyxel/ad6100b8d293cbadfb06df60daca7df3955db1b8/shaders.py
97,57,0,gh-python/before/pyxel/26f1067554ee5f8f1b3c5882ac9c450927a76599/app.py
1,1,0,gh-python/before/wagtail/0decab0996548efb50187389c532b63dcf200512/0002_initial_data.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/pageurl.py
2,1,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/move_pages.py
18,4,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/models.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/fields.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/util.py
2,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/whitelist.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/fixtree.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/set_url_paths.py
2,1,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/admin.py
3,2,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/urls.py
2,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/replace_text.py
1,0,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/middleware.py
6,3,0,gh-python/before/wagtail/006145a19680657b5a8ddb0caa49025b98d9fbce/rich_text.py
2,2,0,gh-python/before/wagtail/60b7cd24117741c1b89c97f17cb6fabcea873a7e/wagtailuserbar.py
2,2,0,gh-python/before/wagtail/ed7535c4fd079107692568f741fb2890aec7ff84/documents.py
6,2,0,gh-python/before/wagtail/ed7535c4fd079107692568f741fb2890aec7ff84/forms.py
2,2,0,gh-python/before/wagtail/ed7535c4fd079107692568f741fb2890aec7ff84/images.py
1,1,0,gh-python/before/wagtail/8628cad394fc054f1816c2384bef902ebce33f0a/chooser.py
1,1,0,gh-python/before/wagtail/1a7001c8b2a90585c37da286f17abb1c6c9d6136/search.py
5,5,0,gh-python/before/wagtail/72cc52c22716dde689f31619afae66221be555f0/models.py
7,2,0,gh-python/before/wagtail/d4ba4a2a75e92af306e8ba1142c9476e7ead6a1f/edit_handlers.py
0,7,0,gh-python/before/wagtail/939396767c447088c06d5233e5a431711cb21676/models.py
4,4,0,gh-python/before/wagtail/f364e2be04370d7960e45943bbf4d495933e32aa/pages.py
1,1,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/models.py
5,3,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/format.py
10,8,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/chooser.py
1,1,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/forms.py
1,1,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/embed_filters.py
15,4,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/embeds.py
2,2,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/tests.py
2,1,0,gh-python/before/wagtail/04f648c27cadbb010511cd150dc325dc28117db2/urls.py
29,1,0,gh-python/before/wagtail/67a069dbd392c2bdb49e0a29e36eb0ed2e180736/forms.py
19,1,0,gh-python/before/wagtail/67a069dbd392c2bdb49e0a29e36eb0ed2e180736/urls.py
1,1,0,gh-python/before/wagtail/c73d5c6ecc8a0d320f599b35da47e04f2def7fb1/forms.py
8,8,0,gh-python/before/wagtail/30dea1ca1becbcfbcc1ce37858b493bddb659205/urls.py
6,1,0,gh-python/before/wagtail/49ddbaae9005c5d8eb5c22d043fd280ff8186ff3/urls.py
4,1,0,gh-python/before/wagtail/49ddbaae9005c5d8eb5c22d043fd280ff8186ff3/account.py
2,2,0,gh-python/before/wagtail/25819c4ca48ab5695eb765a930c1d3ccd40c672b/editorspicks.py
1,1,0,gh-python/before/wagtail/25819c4ca48ab5695eb765a930c1d3ccd40c672b/views.py
1,1,0,gh-python/before/wagtail/77ec180efc29a4869d988b4f3abb3ac5985ff76d/hooks.py
1,1,0,gh-python/before/wagtail/2f1663157ec13b0a6680ccfd8a01eebf8c092a24/rich_text.py
1,1,0,gh-python/before/wagtail/eb354a1147fa9ee482a9f1ddbf40d97262486371/home.py
1,1,0,gh-python/before/wagtail/5b6dd59f7b2be7476af04f234ecd90a9b8908db8/documents.py
1,1,0,gh-python/before/wagtail/5b6dd59f7b2be7476af04f234ecd90a9b8908db8/images.py
1,1,0,gh-python/before/wagtail/1be6e3bddf477fb4db3aaddd46005caff98f712a/0002_initial_data.py
1,1,0,gh-python/before/wagtail/0152b36032c267c3800b564cf2bd2f2196e8b4b7/models.py
1,1,0,gh-python/before/wagtail/0152b36032c267c3800b564cf2bd2f2196e8b4b7/views.py
1,1,0,gh-python/before/wagtail/3c091bafded88f5cac5658204e7ddf7fd40ce294/models.py
43,6,0,gh-python/before/wagtail/3c091bafded88f5cac5658204e7ddf7fd40ce294/editorspicks.py
0,1,0,gh-python/before/wagtail/3c091bafded88f5cac5658204e7ddf7fd40ce294/middleware.py
50,6,0,gh-python/before/wagtail/3c091bafded88f5cac5658204e7ddf7fd40ce294/views.py
22,0,0,gh-python/before/wagtail/46840b2c2f3d6546b9b6ec12cab561f361da2682/users.py
13,1,0,gh-python/before/wagtail/46840b2c2f3d6546b9b6ec12cab561f361da2682/documents.py
5,8,0,gh-python/before/wagtail/46840b2c2f3d6546b9b6ec12cab561f361da2682/gravatar.py
2,2,0,gh-python/before/wagtail/b49bf4306dc99cbaf21cdcb4f36a8ac048633291/tasks.py
1,1,0,gh-python/before/wagtail/351e469b127b88a4d72f3064daa42e25e8d4312b/wagtailadmin_nav.py
9,1,0,gh-python/before/wagtail/7f248bdf63d4b9385f94749057a4021aba1fc5a6/0002_initial_data.py
5,4,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/models.py
3,2,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/documents.py
1,0,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/serve.py
10,9,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/chooser.py
2,0,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/edit_handlers.py
2,1,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/urls.py
2,1,0,gh-python/before/wagtail/b4acc5af1859539620dc429531cc22172b4b1b01/admin_urls.py
5,5,0,gh-python/before/wagtail/192a05d15ff41c83c66ecc00e30a206e7f92fd3a/edit_handlers.py
1,1,0,gh-python/before/wagtail/34e5fc0574416baa498e6fb4a426742c9da44fa4/setup.py
1,1,0,gh-python/before/wagtail/3e52ae542bd09380d1048f3064603bd515cdf707/models.py
1,1,0,gh-python/before/wagtail/3e52ae542bd09380d1048f3064603bd515cdf707/edit_handlers.py
2,2,0,gh-python/before/wagtail/c400a966adadc5774d1c62e6a0f8ab009eb51c6b/wagtailadmin_nav.py
1,0,0,gh-python/before/wagtail/53e4c40c1e3b1dde5a190ba7d4548d8231f9a945/admin.py
1,1,0,gh-python/before/wagtail/70e91d6759e86a0490b478d7f5ae4dafae8bc663/models.py
1,1,0,gh-python/before/wagtail/70e91d6759e86a0490b478d7f5ae4dafae8bc663/taggable.py
1,1,0,gh-python/before/wagtail/77275e510b5910d1f4b52284c2d5d1812e58f25c/fields.py
1,1,0,gh-python/before/wagtail/b433d5c23a4a663894ae25f1b2bd22db7860668c/home.py
2,2,0,gh-python/before/wagtail/b433d5c23a4a663894ae25f1b2bd22db7860668c/wagtailadmin_nav.py
3,3,0,gh-python/before/wagtail/b433d5c23a4a663894ae25f1b2bd22db7860668c/rich_text.py
1,1,0,gh-python/before/wagtail/cba8f851d72b80cd3c7b4dddcf97c32983ddb784/home.py
2,2,0,gh-python/before/wagtail/cba8f851d72b80cd3c7b4dddcf97c32983ddb784/wagtailadmin_nav.py
1,2,0,gh-python/before/wagtail/cba8f851d72b80cd3c7b4dddcf97c32983ddb784/rich_text.py
